Last Date,Location,Total Hours,Total IVT,Max IVT,Total Precip,Avg. Direction,Return Period,1h ARI,3h ARI,6h ARI,12h ARI,1d ARI,Impact Level,Impact dates,Impact,Impact Information,Location,Impact Source,Notes,Wick Precip,Wick Return
,JNNA2,,,,,,,,,,,,2,07/07/2013,Mudslides,"8.1026'' in 24 hours, small mudslide along 2000block of glacier highway",JNNA2,MD,"not in database; may be GDL, may not",3.19A (8) on the 8th,2
,JNNA2,,,,,,,,,,,,0,07/05/2013,Action stage,Taku at 18th highest crest,JNNA2,AHPS,"not in database; may be GDL, may not",,
,AHNA2,,,,,,,,,,,,2,06/28/2013,Action stage; moderate flood stage,Chilkat at 6th highest crest; Taiyu at 27th highest crest,AHNA2,AHPS,,,
,PAGY,,,,,,,1,1,1,1,1,2,06/27/2013,moderate flood stage; action stage,Chilkat at action stage at 6th highest crest; Taiyu at flood stage at 27th highest crest,PAGY,AHPS,,,
,PAHN,,,,,,,1,1,1,NAN,1,0,06/27/2013,Action stage,Chilkat at 6th highest crest,PAHN,AHPS,,,
,PAGY,,,,,,,1,1,1,1,1,1,06/18/2013,Flood stage,Taiya at its 42nd highest crest,PAGY,AHPS,,,
,PASI,,,,,,,1,1,1,1,1,2,05/13/2013,Mudslide,".8636'' in 24 hours, 1.49'' in 72, cabin on redout lake destroyed and dog killed",PASI,MD,not in ar database,,
20130505_12Z,PAJN,24,543.94,286.3,0.49,225.025,<1,1,1,1,NA,1,0,05/05/2013,Action stage,Jordan creek at its 9th highest crest,PAJN,AHPS,,,
,JNNA2,,,,,,,,,,,,0,05/05/2013,Action stage,Jordan creek at 9th highest crest,JNNA2,AHPS,,,
20120914_00Z,JNNA2,24,718.39,426.01,2.46,199.81,<1,,,,,,2,09/14/2012,Flood stage,"Jordan creek at 6th highest crest, flooding of some yards and streets",JNNA2,"HYDRO, AHPS",,1.8 on the 14th,1
20120914_00Z,PAKT,48,2233.61,703.73,5.13,227.625,<1,1,1,1,1,1,1,09/14/2012,"Action flooding, flood stage","Flooding on POW, Juneau",PAKT,"AHPS, HYDRO",? 09/12/2012 - 09/14/2012 ,,
20120914_00Z,PAJN,24,686.46,409.2,2.3,195.16,1-2,1,1,1,1,1,1,09/14/2012,Flood stage,"6th highest crest on Jordan creek, flooding some yards and streets",PAJN,"AHPS, HYDRO",,,
20120914_00Z,Thorne Bay/PAKW,60,2416.54,621.37,4.87,228.528,2-5,1,1,1,1,1,0,09/12/2012,Action stage,Thorne river was at 9th most overflow,Thorne Bay/PAKW,AHPS,The 13th had the 27th highest precip amount,,
20120707_12Z,PAJN,24,646.82,330.12,0.18,153.205,<1,1,1,1,1,1,0,07/06/2012,Action stage,Mendenhall at 44th highest crest,PAJN,AHPS,,,
,PAWG,,,,,,,,,,,,0,06/26/2012,Action stage,Stikine at 14th highest crest,PAWG,AHPS,,,
,HCSA2,,,,,,,,,,,,0,06/26/2012,Action stage,Chilkat at 2nd highest crest,HCSA2,AHPS,,NA,
,AHNA2,,,,,,,,,,,,0,06/26/2012,Action stage,Chilkat at 2nd highest crest,AHNA2,AHPS,,,
,PAHN,,,,,,,1,1,1,NAN,1,0,06/26/2012,Action stage,Chilkat at 2nd highest crest,PAHN,AHPS,,,
,PAGY,,,,,,,NA,NA,NA,NA,NA,2,06/23/2012,Moderate flood stage,Taiya at its 32nd highest crest,PAGY,AHPS,,,
,Staney/PAKW,,,,,,,1,1,1,NA,1,0,10/29/2011,Action stage,Staney creek was at 13th most overflow,Staney/PAKW,AHPS,"on Nov 2 there was a 24 hour AR event, none in october",,
20110909_00Z,PAWG,72,3827.55,769.66,14.44,206.0166667,1000,,,,,,3,09/10/2011,Moderate flood stage; flooding,"Near record river levels not seen in 17 years. Flooded significantly forest service cabins Wrangell; damage to trails and looks like boardwalks, overflowing of river",PAWG,"AHPS, HYDRO, APRFC, NWS","THe 6, 7, 8, 9 are the 11th, 12th, 26th, and 27th highest precip events",2.9 on the 9th,2
20110909_12Z,PAPG,48,1857.8,694.95,4.09,207.9675,<1,,,,,,2,09/10/2011,Moderate flood stage,Stikine at its 2nd highest crest; no recorded impacts in petersburg,PAPG,AHPS,this followed another wet ar event,1.89 on the 8th and 9th,1
20110909_12Z,KTNA2,84,4581.02,950.19,11.66,207.9628571,5-10,,,,,,3,09/09/2011,"Flooding, Landslides, Action flooding'","Flooding in Ketchikan (Granite Basin?), mudslides and landslides, Fish creek at 16th most overflow'",KTNA2,"AHPS, HYDRO",The 6th had the 16th hgihest precip for KTNA2; 09/06/2011 - 09/09/2011,1,
20110909_00Z,PAKT,72,4396.21,906.73,8.31,203.405,<1,1,1,1,1,1,2,09/09/2011,"Flooding, Landslides, Action flooding'","Flooding in Ketchikan (Granite Basin?), mudslides and landslides, Fish creek at 16th most overflow'",PAKT,"AHPS, HYDRO","The 26th was the 23rd highest IVT, the 27th was the 14th highest IVT in Ketchikan; 09/06/2011 - 09/09/2011 ",,
20110904_00Z,PAKW,36,1312.63,603.2,0.11,208.34,<1,1,1,1,NA,1,0,09/03/2011,Action stage,Staney creek was at its 10th most overflow,PAKW,AHPS,The 4th had the 11th highest precip amount,,
20110821_00Z,PAJN,36,1577.08,852.74,2.15,186.3133333,1,1,1,1,1,1,2,08/23/2011,"Flood, flood stage","Montana creek at 11th highest crest on the 20th. Mendenhall at its 12th highest crest on the 23rd because of GDL after heavy rainfall, flooding along view drive and mendenhall campground and spur road",PAJN,AHPS,08/20/2011 - 08/23/2011,,
20110821_00Z,JNNA2,36,1652.82,851.42,,189.5766667,,,,,,,2,08/22/2011,Flood stage,Mendenhall at 12th highest crest; Montana creek at 11th highest crest; flooding along view drive and mendenhall campground and spur road,JNNA2,"APRFC, AHPS",This coinceded with a GDL event of Mendenhall; The 20th was the 5th highest IVT,,
20110821_00Z,PAGY,36,1279.78,732.4,1.64,192.2733333,<1,1,1,1,1,1,2,08/21/2011,Moderate flood stage,Taiya at its 30th highest crest,PAGY,AHPS,,,
20100903_00Z,PAKT,24,1278.48,702.35,3.16,207.455,<1,1,1,1,1,1,0,09/03/2010,Action flooding.',Fish Creek at 31st most overflow',PAKT,AHPS,,,
20100903_00Z,KTNA2,24,1366.08,809.88,9.3,206.825,50,,,,,,0,9/3/2010,Action flooding.',Fish Creek at 31st most overflow',KTNA2,AHPS,The 2nd was 2nd highest precip in KTNA2,8.43 on the 2nd,25
,PAGY,,,,,,,NA,NA,NA,NA,NA,0,08/03/2010,Action stage,Taiya at its 47th highest crest,PAGY,AHPS,,,
20091105_12Z,PAJN,24,606.18,326.89,0.03,158.88,<1,1,1,1,1,1,2,11/14/2009,Mudslide,"Mudslide in Juneau after 3.2004'' of rain in previous 24 hours, 5.8'' in 72 hours, people evacuated from mudslide area ",PAJN,MD,Does not coincide with the PAJN info,,
,JNNA2,,,,,,,,,,,,2,11/14/2009,Mudslides,"Mudslide in Juneau after 3.2004'' of rain in 24 hours, 5.8'' in 72 hours, people evacuated from mudslide ",JNNA2,MD,,0.23 on the 13th,1
20090818_12Z,PAJN,72,2573.97,569.4,2.28,236.0866667,<1,1,1,1,1,1,3,08/18/2009,Moderate flood stage,"Mendenhall at 11th hgihest crest, Montana at 15th highest crest (flood stage)",PAJN,AHPS,,,
20090818_12Z,JNNA2,72,2614.59,584.09,5.38,235.4233333,2,,,,,,3,08/18/2009,Moderate flood stage,Mendenhall at its 11th highest crest; Montana at its 15th highest crest on the 17th,JNNA2,AHPS,,4.16 on the 17th,5
20090818_00Z,PAGY,60,2224.23,540.51,0.06,228.802,<1,1,1,1,1,1,2,08/17/2009,Moderate flood stage,Taiya at its 11th highest crest,PAGY,AHPS,,,
,PAYA,,,,,,,1,1,1,1,1,0,08/01/2009,Action flooding,Alsek river at 9th highest overflow,PAYA,AHPS,This may be this event: date: 20090727_00Z        duration:24        Total IVT:758       Max IVT: 449               Avg. Dir: 194,,
20090723_12Z,JNNA2,24,591.3,322.45,1.2,195.665,<1,,,,,,1,07/23/2009,Flood stage,Taku at 8th highest crest,JNNA2,AHPS,This was primarily a GDL event but coincides with an AR event,1.2 on the 23rd,1
,PAWG,,,,,,,,,,,,0,06/12/2009,Action stage,Stikine at its 7th highest crest,PAWG,AHPS,,,
,PAPG,,,,,,,,,,,,0,06/12/2009,Action stage,Stikine river at its 7th highest crest; no recorded impacts in petersburg,PAPG,AHPS,,,
,Staney/PAKW,,,,,,,1,1,1,NA,1,0,02/03/2009,Action stage,Staney creek was at 9th highest overflow,Staney/PAKW,AHPS,,,
20090118_00Z,PAYA,24,790,404,,176.5,,1,1,1,1,5,0,01/18/2009,Flood stage,Situk river at 6th highest,PAYA,AHPS,,,
20080915_00Z,PAGY,24,652.44,347.84,0.01,231.005,<1,1,1,1,1,1,1,09/17/2008,Moderate flood stage,Taiya at its 31st highest crest,PAGY,AHPS,,,
20080915_12Z,PAJN,36,1061.69,426.56,1.86,233.2633333,<1,1,1,1,1,1,0,09/17/2008,Action stage,"Mendenhall at 45th highest crest, Montana at 23rd highest crest",PAJN,AHPS,,,
20080915_12Z,JNNA2,36,1125.91,469.31,3.46,232.1866667,1,,,,,,0,09/17/2008,Action stage,Mendenhall at 45th highest crest; Montana at 23rd hgihest crest,JNNA2,AHPS,,2.18 on the 15th,1
20070713_00Z,PAGY,84,2351.59,481.89,1.6,204.1171429,<1,1,1,1,1,1,2,07/16/2007,Flooding; moderate flood stage,"Flooding of Taiya river, chilkoot trail flood, from pictures it looks like flooding of trails, overflowing of river; Taiya at 20th highest crest",PAGY,"HYDRO, AHPS",07/14/2007 - 07/16/2007,,
20070713_00Z,PAJN,84,3150.04,617.42,2.33,203.7342857,<1,1,1,1,NA,1,0,07/13/2007,Action stage,Mendenhall creek at 35th highest crest,PAJN,AHPS,,,
20070713_00Z,JNNA2,84,3262.37,648.97,2.98,205.9057143,<1,,,,,,0,07/13/2007,Action stage ,Mendenhall at 35th highest crest,JNNA2,AHPS,,1.3 on the 12th,1
,PAWG,,,,,,,,,,,,1,06/09/2007,Flood stage,Stikine at its 4th highest crest,PAWG,AHPS,,,
20070909_12Z,PAPG,24,600.27,317.09,0.46,291.125,<1,,,,,,1,06/09/2007,Flood stage,Stikine river at 4th highest crest; no recorded impacts in petersburg,PAPG,AHPS,,0.86 on the 9th,1
,PAJN,,,,,,1-2,1,5,10,10,5,1,10/04/2006,Flood stage,Montana creek at 17th highest crest,PAJN,AHPS,The 5th was 14th highest precip with 2.38 inches,,
,JNNA2,,,,,,,,,,,,1,10/04/2006,Flood stage,Montana creek at 17th highest crest,JNNA2,AHPS,,1.44 on the 4th,1
20060902_00Z,JNNA2,36,1642.21,602.99,2.52,201.83,<1,,,,,,2,09/02/2006,Action stage; flood stage; flooding,Taku at 15th highest crest; Mendenhall at 15th highest crest; 3-4 inches of water over the road to mendenhall lake trailhead parking lot,JNNA2,"AHPS, APRFC",,2.52 on the 1st,1
20060902_00Z,PAJN,36,1569.64,607.58,1.23,200.5866667,<1,1,1,1,1,1,1,09/01/2006,Flood stage,Mendenhall at its 15h highest crest,PAJN,AHPS,,,
20060617_12Z,PAWG,48,1262.56,380.17,0.411,156.725,<1,,,,,,0,06/15/2006,Action stage,Stikine at its 15th highest crest,PAWG,AHPS,,0.19 on the 17th,1
20060617_12Z,PAPG,48,1186.09,332.19,0.87,151.55,<1,,,,,,0,06/15/2006,Action stage,Stikine river at 15th highest crest; no recorded impacts in petersburg,PAPG,AHPS,,,
20051124_12Z,PAJN,48,2347.02,754.91,2.28,183.755,<1,1,1,2,5,2,5,11/24/2005,"Flooding, landslides, disaster","Disaster declerations were made in the communities of Juneau, Haines, Sitka, Hoonah, and Pelican totaling over 4 million dollars. Early November high elevation snowpack ran-off during the warm up and helped contribute to the problems. As is typical during these extended periods of heavy rainfall in Southeast Alaska, the steep mountain slopes that run off into the channels experienced numerous landslides. Several homes were damaged by these landslides in the Juneau and Haines areas. Streams and creeks swelled to bankfull levels, though no river flooding was reported. Backed up culverts caused erosion beneath roadways. Major damage occurred on the Haines road system due to this type of erosion. Flooded basements were also reported in many areas. Winds associated with the frontal passages complicated matters and caused widespread treefall throughout the Tongass National Forest. Numerous power outages were reported as well. Widespread flooding in Juneau",PAJN,NWS,11/18/2005 - 11/24/2005,,
20051124_12Z,JNNA2,48,2271.47,752.85,1.74,186.945,<1,,,,,,5,11/24/2005,"Flooding, landslides, flood stage","Disaster declerations in Juneau Haines Sitka Hoonah and Pelican totaling over 4 million. Numerous landslides, several damaged in Juneau and Haines; streams and creeks swelled to bankful levels though no flooding reported; Backed up culverts caused erosion beneath roadways; numerous power outages; flooding in Juneau and haines; Montana creek at 5th highest crest",JNNA2,"AHPS, NWS, WFO",This is two consecutive intense AR events; 19th had the 6th highest precip; 21st had the 5th highest precip; the 22nd had the 21st highest precip; 11/18/2005 - 11/24/2005,3.71 on the 21st,2-5
20051124_12Z,PAGY,48,1940.97,607.99,2.69,189.65,1-2,1,1,2,2,2,5,11/24/2005,Flooding; moderate flood stage,"Disaster declerations in Juneau, Haines, Sitka, hoonah and pelican totaling over 4 million. Major damage occured on the Haines road system due to erosion from backed up culverts, treefall throughout tongass national forest, flooding in haines, coastal flooding, landslides in Skagway with 1.87 million in assistance; Taiya at 23rd highest crest",PAGY,"WFO, NWS, HYDRO",Widespread event; 11/18/2005 - 11/24/2005,,
20051119_00Z,PAHN,60,1892.87,595.77,0.85,217.738,<1,2,5,5,10,10,5,11/24/2005,"Flooding, erosion, landslide","landslides and flooding in haines area, Streams and creeks swelled to bankfull levels, though no river flooding was reported. Backed up culverts caused erosion beneath roadways. Major damage occurred on the Haines road system due to this type of erosion. Flooded basements were also reported in many areas. Winds associated with the frontal passages complicated matters and caused widespread treefall throughout the Tongass National Forest. Numerous power outages were reported as well.",PAHN,"WFO, NWS",23rd and 22nd had the 2nd and 9nth highest precip levels; 11/18/2005 - 11/24/2005,,
20051119_12Z,PAJN,72,2581.38,666.26,4.22,222.84,5-10,1,1,2,5,2,5,11/24/2005,"Flooding, landslides, disaster, Flood stage,","Disaster declerations were made in the communities of Juneau, Haines, Sitka, Hoonah, and Pelican totaling over 4 million dollars. Early November high elevation snowpack ran-off during the warm up and helped contribute to the problems. As is typical during these extended periods of heavy rainfall in Southeast Alaska, the steep mountain slopes that run off into the channels experienced numerous landslides. Several homes were damaged by these landslides in the Juneau and Haines areas. Streams and creeks swelled to bankfull levels, though no river flooding was reported. Backed up culverts caused erosion beneath roadways. Major damage occurred on the Haines road system due to this type of erosion. Flooded basements were also reported in many areas. Winds associated with the frontal passages complicated matters and caused widespread treefall throughout the Tongass National Forest. Numerous power outages were reported as well. Widespread flooding in Juneau. Montana creek at its 5th highest crest.",PAJN,NWS,This event and the one below are listed as a sequence of strong AR events (or could be one very long one.) The 22nd and the 19th had the 5th and 11th highest precip amounts respectively in PAJN. And the 23rd and 24th had the 14th and 21st highest precip amounts respectively; 11/18/2005 - 11/24/2005,,
20051119_12Z,JNNA2,72,2634.98,686.69,6.73,222.09,5-10,,,,,,5,11/24/2005,"Flooding, landslides, flood stage","Disaster declerations in Juneau Haines Sitka Hoonah and Pelican totaling over 4 million. Numerous landslides, several damaged in Juneau and Haines; streams and creeks swelled to bankful levels though no flooding reported; Backed up culverts caused erosion beneath roadways; numerous power outages; flooding in Juneau and haines; Montana creek at 5th highest crest",JNNA2,"AHPS, NWS, WFO",This is two consecutive intense AR events; 19th had the 6th highest precip; 21st had the 5th highest precip; the 22nd had the 21st highest precip; 11/18/2005 - 11/24/2005,3.39 on the 19th,2
20051119_00Z,PAGY,60,1901.64,586.62,0.38,222.064,<1,1,1,2,2,2,5,11/24/2005,Flooding; moderate flood stage,"Disaster declerations in Juneau, Haines, Sitka, hoonah and pelican totaling over 4 million. Major damage occured on the Haines road system due to erosion from backed up culverts, treefall throughout tongass national forest, flooding in haines, coastal flooding, landslides in Skagway with 1.87 million in assistance; Taiya at 23rd highest crest",PAGY,"WFO, NWS, HYDRO",Widespread event; 11/18/2005 - 11/24/2005,,
20051117_12Z,HCSA2,24,701.97,360.84,0.81,211.93,<1,,,,,,5,11/24/2005,Flooding; moderate flood stage,"Disaster declerations in Juneau, Haines, Sitka, hoonah and pelican totaling over 4 million. Major damage occured on the Haines road system due to erosion from backed up culverts, treefall throughout tongass national forest, flooding in haines, coastal flooding, landslides in Skagway with 1.87 million in assistance; Taiya at 23rd highest crest",HCSA2,"WFO, NWS, HYDRO",Widespread event; 3 consecutive ar events; 23rd was 6th highest precip in haines; 11/18/2005 - 11/24/2005,"0.81 on 17th , 1.38 for AHNA",1
20051119_00Z,HCSA2,24,879.82,577.22,0.27,223.595,<1,,,,,,5,11/24/2005,Flooding; moderate flood stage,"Disaster declerations in Juneau, Haines, Sitka, hoonah and pelican totaling over 4 million. Major damage occured on the Haines road system due to erosion from backed up culverts, treefall throughout tongass national forest, flooding in haines, coastal flooding, landslides in Skagway with 1.87 million in assistance; Taiya at 23rd highest crest",HCSA2,"WFO, NWS, HYDRO",Widespread event; 3 consecutive ar events; 23rd was 6th highest precip in haines; 11/18/2005 - 11/24/2005,NA,
20051123_12Z,HCSA2,24,1071.96,580.19,3,188.185,5,,,,,,5,11/24/2005,Flooding; moderate flood stage,"Disaster declerations in Juneau, Haines, Sitka, hoonah and pelican totaling over 4 million. Major damage occured on the Haines road system due to erosion from backed up culverts, treefall throughout tongass national forest, flooding in haines, coastal flooding, landslides in Skagway with 1.87 million in assistance; Taiya at 23rd highest crest",HCSA2,"WFO, NWS, HYDRO",Widespread event; 3 consecutive ar events; 23rd was 6th highest precip in haines; 11/18/2005 - 11/24/2005,"2.06 on the 22nd, 2.47 for AHNA",1
20051119_00Z,AHNA2,60,1901.64,586.62,1.67,222.064,,,,,,,5,11/24/2005,Flooding; moderate flood stage,"Disaster declerations in Juneau, Haines, Sitka, hoonah and pelican totaling over 4 million. Major damage occured on the Haines road system due to erosion from backed up culverts, treefall throughout tongass national forest, flooding in haines, coastal flooding, landslides in Skagway with 1.87 million in assistance; Taiya at 23rd highest crest",AHNA2,"WFO, NWS, HYDRO",Widespread event; 3 consecutive ar events; 23rd was 6th highest precip in haines; 11/18/2005 - 11/24/2005,,NA
20051124_12Z,AHNA2,48,1940.97,607.99,5.23,189.65,,,,,,,5,11/24/2005,Flooding; moderate flood stage,"Disaster declerations in Juneau, Haines, Sitka, hoonah and pelican totaling over 4 million. Major damage occured on the Haines road system due to erosion from backed up culverts, treefall throughout tongass national forest, flooding in haines, coastal flooding, landslides in Skagway with 1.87 million in assistance; Taiya at 23rd highest crest",AHNA2,"WFO, NWS, HYDRO",Widespread event; 3 consecutive ar events; 23rd was 6th highest precip in haines; 11/18/2005 - 11/24/2005,,"2.06 on the 22nd, 2.47 for AHNA"
20051123_12Z,PAHN,24,1137.48,614.52,3.78,190.325,5-10,2,5,5,10,10,5,11/24/2005,"Flooding, erosion, landslide","landslides and flooding in haines area, Streams and creeks swelled to bankfull levels, though no river flooding was reported. Backed up culverts caused erosion beneath roadways. Major damage occurred on the Haines road system due to this type of erosion. Flooded basements were also reported in many areas. Winds associated with the frontal passages complicated matters and caused widespread treefall throughout the Tongass National Forest. Numerous power outages were reported as well.",PAHN,"WFO, NWS",23rd and 22nd had the 2nd and 9nth highest precip levels; 11/18/2005 - 11/24/2005,,
20051124_12Z,PASI,48,2520.18,824.94,4.62,182.67,1,1,2,5,5,2,4,11/24/2005,Flooding ,"Flooding in sitka in commercial areas, submerged cars/parking lots; widespread ar creating 4 million dollars in disaster relief",PASI,"NWS, WFO, HYDRO","widespread ar, two consecutive ars; 11/18/2005 - 11/24/2005",,
20051119_12Z,PASI,72,2665.99,763.93,3.36,221.115,<1,1,1,2,2,1,4,11/24/2005,Flooding ,"Flooding in sitka in commercial areas, submerged cars/parking lots; widespread ar creating 4 million dollars in disaster relief",PASI,"NWS, WFO, HYDRO","widespread ar, two consecutive ars; 11/18/2005 - 11/24/2005",,
20051124_12Z,PECA2,48,2592.15,904.05,8.07,183.0175,2,,,,,,3,11/24/2005,"Disaster declerations  were made in the communities of Juneau, Haines, Sitka, Hoonah and Pelican totaling over $4 million","Disaster declerations  were made in the communities of Juneau, Haines, Sitka, Hoonah and Pelican totaling over $4 million",PECA2,NWS,Widespread extreme event consisting of two ar events; The 19th and 23rd were the 1st and 2nd highest precip events in Pelican respectively; 11/18/2005 - 11/24/2005,2.66 on the 23rd,1
20051124_12Z,HOOA2,48,2375.97,761.73,3.56,182.94,2-5,,,,,,3,11/24/2005,"Disaster declerations in Hoonah, Juneau, Haines, Sitka, Pelican","Disaster declerations in Hoonah, Juneau, Haines, Sitka, Pelican",HOOA2,NWS,11/18/2005 - 11/24/2005,2.11 on the 2st otherwise NA,1
20051119_00Z,PECA2,60,2416.42,785.49,4.77,220.536,<1,,,,,,3,11/24/2005,"Disaster declerations  were made in the communities of Juneau, Haines, Sitka, Hoonah and Pelican totaling over $4 million","Disaster declerations  were made in the communities of Juneau, Haines, Sitka, Hoonah and Pelican totaling over $4 million",PECA2,NWS,Widespread extreme event consisting of two ar events; The 19th and 23rd were the 1st and 2nd highest precip events in Pelican respectively; 11/18/2005 - 11/24/2005,2.02 on the 19th,1
20051119_12Z,HOOA2,72,2554.47,668.54,3.03,223.5816667,1,,,,,,3,11/24/2005,"Disaster declerations in Hoonah, Juneau, Haines, Sitka, Pelican","Disaster declerations in Hoonah, Juneau, Haines, Sitka, Pelican",HOOA2,NWS,Widespread ar and two consecutive ar events; 11/18/2005 - 11/24/2005,2.11 on the 2st otherwise NA,1
20051119_12Z,PAGS,72,2586.69,704.85,3.85,223.6,2,,,,,,0,11/24/2005,No impact recorded in Gustavus,No Gustavus reported impact,PAGS,NWS,Widespread strong AR; 11/18/2005 - 11/24/2005,1.75 on the 17th otherwise NA,1
,PAYA,,,,,,,1,1,1,1,1,0,11/23/2005,Action flooding,Situk river at 10th highest,PAYA,AHPS,This may be in AR database as there is an event 6 days earlier. This is not put here though because it seems a stretch,,
20050919_00Z,PAJN,24,641.67,342.47,1.78,180.915,<1,1,1,1,1,1,0,09/19/2005,Action stage,Montana creek at its 28th highest crest,PAJN,AHPS,,,
20050919_00Z,JNNA2,24,653.13,353.33,3.38,183.775,2,,,,,,0,09/19/2005,Action stage,Montana creek at 28th highest crest,JNNA2,AHPS,,2.3 on the 19th,1
20050825_12Z,PAGY,36,1333.22,603.42,0.31,203.5633333,<1,1,1,1,1,1,2,08/25/2005,Moderate flood stage,Taiya river at its 26th highest crest,PAGY,AHPS,the 25th was the 22nd highest IVT,,
,PAYA,,,,,,,1,1,1,1,1,0,12/23/2004,Flood stage,Situk river at its 4th highest overflow,PAYA,AHPS,This is not in AR database,,
20041203_00Z,PAKT,36,1426.58,738.93,,244.5466667,,1,1,1,1,1,1,12/2/2004,flood stage,Staney creek at 5th most overflow,PAKT,AHPS,,,
20041203_00Z,PAKW,36,1524.09,723.23,2.31,243.22,<1,1,1,1,1,1,1,09/24/2004,Flood stage,Staney creek was at 5th highest overflow,PAKW,AHPS,The 23rd had the 26th highest precip for Klawock,,
20040924_00Z,PAKW,24,931.89,591.25,0.84,209.695,<1,1,1,1,1,1,0,09/24/2004,Action stage,Staney creek was at 12th highest overflow,PAKW,AHPS,This event had another high AR event a couple days earlier on the 22nd,,
20040924_00Z,PAJN,24,697.05,429.42,0.67,193.385,<1,5,5,1,NA,1,1,09/23/2004,Flood stage,Montana creek at its 19th highest crest,PAJN,AHPS,,,
20040924_12Z,JNNA2,36,934.43,426.92,,199.28,,,,,,,1,09/23/2004,Flood stage,Montana creek at 19th highest crest,JNNA2,AHPS,,2.40A (2) on the 24th,1
20040729_00Z,JNNA2,36,1183.48,434.4,2.12,206.04,<1,,,,,,0,07/29/2004,Action stage,Mendenhall at 37th highest crets,JNNA2,AHPS,,2.12 on the 28th,1
20040729_00Z,PAJN,36,1160.2,482.75,1.6,205.7433333,<1,2,1,NA,NA,1,0,07/24/2004,Action stage,Mendenhall at its 37th highest crest,PAJN,AHPS,,,
,PAYA,,,,,,,NA,NA,NA,NA,NA,0,06/29/2004,Flood stage,Alsek river at 5th highest overflow,PAYA,AHPS,This is not in AR database,,
20031113_00Z,PASI,24,832.01,525.3,2.51,224.505,<1,NA,NA,1,NA,1,3,11/12/2003,Flooding,"Over 4k in property damage, high raings, 4.25 inches of rain measured at sitka airport in the 18 hours leading up to nov 13 morning. Indian river footbridge damaged, clogging of sewer drains, small mudslides in foothills of eastern sitka",PASI,"APRFC, NWS",,,
20031113_12Z,PAKT,36,1605.88,717.07,6.84,205.5533333,2-5,1,1,1,NA,2,2,11/12/2003,Lake flooding,Ward Lake rose 8 feet and flooded a park shelter on its banks',PAKT,"APRFC, NWS",The 23rd had the 3rd precip value in Ketchikan,,
20031113_12Z,KTNA2,36,1593.08,726.23,4.93,204.1966667,<1,,,,,,2,11/12/2003,Lake flooding,Ward Lake rose 8 feet and flooded a park shelter on its banks',KTNA2,"APRFC, NWS",,,
20031113_00Z,PAJN,24,750.29,482.29,0.99,216.815,<1,NA,NA,1,NA,1,2,11/12/2003,flood,Montana creek flooding over roads,PAJN,HYDRO,,,
20031113_00Z,JNNA2,24,765.22,480.99,2.45,215.045,<1,,,,,,2,11/12/2003,Flooding,Montana creek flooding over road,JNNA2,HYDRO,,2.45 on the 12th,1
20031027_00Z,PAKT,72,3879.71,921.93,6.53,225.9633333,<1,1,1,1,NA,1,0,10/26/2003,Action flooding.',Fish Creek at 18th most overflow,PAKT,AHPS,The 26th had the 10th highest IVT in Ketchikan,,
20031027_00Z,KTNA2,72,3715.73,916.22,17.91,226.65,200,,,,,,0,10/26/2003,Action flooding.',Fish Creek at 18th most overflow,KTNA2,AHPS,Huge ar event in KTNA2; 25th and 26th are the 1st and 12th highest precip days,"1.35, 9.17 on 2th",50
,PAGY,,,,,,,NA,NA,1,NA,1,3,08/15/2003,Moderate flood stage,Taiya river at its 4th highest crest,PAGY,AHPS,Not in AR database,,
20030106_12Z,PAKW,36,1482.64,647.36,3.22,192.01,1-2,1,NA,1,NA,1,0,01/06/2003,Action stage,Staney creek was at 14th highest overflow,PAKW,AHPS,17th highest precip amount for klawock,,
20030107_00Z,PAKT,48,2047.48,703.58,1.03,195.3975,<1,1,1,1,NA,NA,0,01/06/2003,Action flooding.',Fish Creek at 14th most overflow',PAKT,AHPS,,,
20030107_00Z,KTNA2,48,2038.23,682.46,5.17,196.31,1-2,,,,,,0,01/06/2003,Action flooding.',Fish Creek at 14th most overflow',KTNA2,AHPS,This follows another ar event on the 4th,2.09 on the 6th,1
,PAYA,,,,,,,NA,NA,1,NA,2,0,11/27/2002,Flood stage,Situk river at 7th highest overflow,PAYA,AHPS,This is not in AR database,,
20021127_12Z,PAJN,24,1310.23,739.54,0.7,195.585,<1,NA,NA,1,NA,1,1,11/26/2002,Flood stage,Montana creek at its 16th highest crest,PAJN,AHPS,,,
20021127_12Z,JNNA2,24,1269.31,701.18,0.96,198.015,<1,,,,,,1,11/26/2002,Flood stage,Montana creek at 16th highest crest,JNNA2,AHPS,the 27th had the 20th highest IVT,0.96 on 27th otherwise NA,1
20021022_00Z,PAJN,36,1191.21,472.75,3.48,184.87,5-10,NA,NA,1,NA,1,1,10/22/2002,"Flood, flood stage","Mendenhall at 22nd highest crest, Montana creek bankful",PAJN,"APRFC, HYDRO",,,
20021022_00Z,JNNA2,36,1222.5,494.25,4.66,187.77,5,,,,,,1,10/22/2002,Flood stage,Mendenhall at 22nd highest crest; montana creek at bankfull,JNNA2,"AHPS, HYDRO",21st had the 14th highest precip,0.43 on 21st otherwise NA,1
20021017_00Z,PASI,24,757.79,456.18,0.02,243.61,<1,NA,NA,1,NA,1,1,10/16/2002,Flood stage,Indian river at its 9th highest crest,PASI,AHPS,,,
